1000,1.2271,0.46572,7
950,1.0717,0.30325,8
900,0.87709,0.2855,10
850,1.148,0.31743,17
800,1.1737,0.41087,12
750,1.2396,0.36138,14
700,1.7904,0.23211,13
650,1.7049,0.19114,19
600,1.7166,0.23001,25
550,2.0471,0.20621,63
500,2.0276,0.16199,84
450,2.0352,0.18381,81
400,2.0202,0.11083,140
350,1.8735,0.089266,207
300,2.0477,0.099248,261
250,2.1294,0.09541,330
200,2.2796,0.077752,521
150,2.4942,0.081501,625
100,2.7803,0.026853,7029
50,2.7863,0.026745,6955
0,2.7993,0.02757,6717
